latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.25594,73.30251,337.88,1.3,1.13,2026-06-18,1000,A,85,6.1NRT,305.72,36.08,D
30.25367,73.28954,328.29,1.31,1.13,2026-06-18,1000,A,73,6.1NRT,305.75,16.26,D
30.33186,73.26536,326.25,1.31,1.13,2026-06-18,1000,A,68,6.1NRT,305.14,12.48,D
30.43037,73.23502,326.97,1.31,1.13,2026-06-18,1000,A,69,6.1NRT,306.42,14.17,D
30.8706,75.65953,332.23,1.03,1.01,2026-06-18,1000,A,81,6.1NRT,302.79,23.1,D
30.86896,75.64917,333.7,1.03,1.01,2026-06-18,1000,A,82,6.1NRT,302.85,26.69,D
30.57747,73.71938,321.98,1.22,1.1,2026-06-18,1000,A,42,6.1NRT,299.48,10.55,D
30.63576,73.94415,323.83,1.19,1.09,2026-06-18,1000,A,62,6.1NRT,304.28,10.23,D
30.64849,73.75938,321.82,1.22,1.1,2026-06-18,1000,A,45,6.1NRT,300.74,9.13,D
30.78285,74.37475,323.27,1.13,1.06,2026-06-18,1000,A,61,6.1NRT,304.04,9.64,D
30.68216,73.72614,324.22,1.22,1.1,2026-06-18,1000,A,62,6.1NRT,301.57,11.14,D
30.75671,74.10548,322.02,1.17,1.08,2026-06-18,1000,A,54,6.1NRT,303.2,7.78,D
30.78835,74.03196,322.44,1.17,1.08,2026-06-18,1000,A,57,6.1NRT,303.25,8.45,D
30.82494,73.9621,322.38,1.18,1.08,2026-06-18,1000,A,56,6.1NRT,303.16,7.39,D
31.07016,75.21803,331.79,1.05,1.02,2026-06-18,1000,A,80,6.1NRT,304.34,19.76,D
31.06845,75.20742,328.58,1.05,1.03,2026-06-18,1000,A,76,6.1NRT,303.92,15.5,D
31.14409,75.2785,324.21,1.05,1.02,2026-06-18,1000,A,68,6.1NRT,305.49,9.74,D
31.18606,75.48666,318.42,1.04,1.02,2026-06-18,1000,A,48,6.1NRT,301.39,5.36,D
31.18442,75.4762,324.08,1.04,1.02,2026-06-18,1000,A,69,6.1NRT,301.78,11.47,D
31.1618,75.27462,320.86,1.05,1.02,2026-06-18,1000,A,44,6.1NRT,303.88,6.0,D
31.16531,75.23544,323.82,1.05,1.02,2026-06-18,1000,A,68,6.1NRT,306.19,9.68,D
31.01438,74.20902,325.22,1.15,1.07,2026-06-18,1000,A,58,6.1NRT,305.57,9.88,D
31.21927,75.34376,320.3,1.04,1.02,2026-06-18,1000,A,59,6.1NRT,303.56,7.53,D
31.2662,75.40955,330.7,1.04,1.02,2026-06-18,1000,A,79,6.1NRT,303.81,20.12,D
31.43415,76.00805,325.58,1.01,1.0,2026-06-18,1000,A,58,6.1NRT,302.89,10.94,D
31.34104,75.23412,327.6,1.05,1.02,2026-06-18,1000,A,75,6.1NRT,307.16,14.4,D
31.32759,75.14924,330.5,1.05,1.02,2026-06-18,1000,A,68,6.1NRT,309.7,17.78,D
31.27016,74.39804,323.88,1.12,1.05,2026-06-18,1000,A,60,6.1NRT,302.69,7.73,D
31.42094,75.1561,338.42,1.05,1.02,2026-06-18,1000,A,86,6.1NRT,305.18,29.03,D
31.41926,75.14547,350.69,1.05,1.02,2026-06-18,1000,A,95,6.1NRT,306.32,53.98,D
31.55289,75.27904,321.58,1.04,1.02,2026-06-18,1000,A,63,6.1NRT,304.88,6.37,D
31.60538,74.79579,343.42,1.07,1.03,2026-06-18,1000,A,90,6.1NRT,308.07,36.7,D
31.76526,75.27467,325.49,1.04,1.02,2026-06-18,1000,A,71,6.1NRT,306.18,9.94,D
31.84458,74.16331,324.11,1.12,1.06,2026-06-18,1000,A,49,6.1NRT,304.96,8.68,D
32.07663,73.88776,342.02,1.15,1.07,2026-06-18,1002,A,88,6.1NRT,307.1,36.26,D
32.07465,73.87614,327.57,1.15,1.07,2026-06-18,1002,A,69,6.1NRT,306.55,10.89,D
32.36484,74.32806,329.58,1.09,1.04,2026-06-18,1002,A,75,6.1NRT,311.89,13.64,D
33.07212,74.90287,320.54,1.04,1.02,2026-06-18,1002,A,51,6.1NRT,304.36,8.87,D
34.2523,72.99316,318.19,1.17,1.08,2026-06-18,1002,A,69,6.1NRT,302.4,6.82,D
34.592,72.0531,331.2,1.28,1.12,2026-06-18,1002,A,83,6.1NRT,304.09,24.32,D
34.58941,72.0386,322.64,1.28,1.12,2026-06-18,1002,A,56,6.1NRT,303.83,9.3,D
27.3799,95.33462,307.23,1.07,1.03,2026-06-18,1403,T,69,6.1NRT,293.48,4.69,N
18.68713,73.04232,309.65,1.05,1.02,2026-06-18,1539,T,78,6.1NRT,291.84,7.15,N
15.17579,76.65569,304.29,1.05,1.03,2026-06-18,1539,T,48,6.1NRT,279.8,5.14,N
19.37516,71.35141,307.39,1.23,1.1,2026-06-18,1539,T,35,6.1NRT,296.86,5.24,N
21.20127,72.87544,311.11,1.03,1.01,2026-06-18,1541,T,77,6.1NRT,296.16,6.01,N
23.43689,69.23007,307.78,1.43,1.18,2026-06-18,1541,T,50,6.1NRT,297.43,6.87,N
23.43276,69.22522,311.08,1.43,1.18,2026-06-18,1541,T,70,6.1NRT,297.41,10.83,N
27.75861,68.5388,311.81,1.33,1.14,2026-06-18,1541,T,79,6.1NRT,301.62,7.97,N
28.45317,68.0145,314.31,1.39,1.17,2026-06-18,1544,T,81,6.1NRT,301.7,9.57,N
30.85553,78.11546,301.43,1.98,1.37,2026-06-18,1544,T,41,6.1NRT,287.1,13.11,N
33.6913,73.93944,302.81,1.2,1.09,2026-06-18,1544,T,52,6.1NRT,292.26,4.39,N
33.72211,73.20516,310.75,1.12,1.05,2026-06-18,1544,T,81,6.1NRT,295.8,7.35,N
34.51557,71.81164,307.6,1.03,1.01,2026-06-18,1544,T,72,6.1NRT,278.32,9.2,N
23.68539,86.40101,305.4,1.08,1.04,2026-06-18,2203,A,60,6.1NRT,286.05,7.21,N
30.55557,76.2914,318.34,1.36,1.15,2026-06-19,347,T,64,6.1NRT,295.26,12.12,D
30.36097,75.62321,316.12,1.48,1.2,2026-06-19,347,T,54,6.1NRT,295.07,10.51,D
30.35942,75.63825,323.42,1.48,1.2,2026-06-19,347,T,72,6.1NRT,294.25,22.76,D
30.36518,75.63227,326.18,1.48,1.2,2026-06-19,347,T,76,6.1NRT,295.18,27.23,D
28.17575,73.01799,321.57,2.09,1.41,2026-06-19,347,T,55,6.1NRT,294.5,30.3,D
28.11094,73.00481,320.62,2.09,1.41,2026-06-19,347,T,69,6.1NRT,295.03,29.72,D
27.58585,72.21854,319.15,2.34,1.48,2026-06-19,347,T,39,6.1NRT,292.3,30.75,D
18.62324,79.28008,316.48,1.09,1.04,2026-06-19,349,T,55,6.1NRT,282.29,5.79,D
10.6235,79.06538,314.51,1.32,1.14,2026-06-19,351,T,53,6.1NRT,294.68,8.29,D
27.49414,91.18799,324.66,1.07,1.03,2026-06-19,858,A,78,6.1NRT,292.57,21.56,D
16.04437,73.66146,318.67,1.2,1.09,2026-06-19,1034,A,52,6.1NRT,301.14,8.97,D
18.70297,72.34171,313.6,1.1,1.05,2026-06-19,1034,A,59,6.1NRT,298.84,8.23,D
21.10029,72.64184,330.09,1.21,1.09,2026-06-19,1034,A,0,6.1NRT,305.2,21.45,D
21.10153,70.74579,322.34,1.02,1.01,2026-06-19,1034,A,41,6.1NRT,300.31,10.8,D
21.76854,73.16404,324.6,1.32,1.14,2026-06-19,1036,A,0,6.1NRT,302.76,12.67,D
23.01627,72.43361,323.73,1.24,1.11,2026-06-19,1036,A,57,6.1NRT,301.8,11.81,D
23.26084,70.25451,334.03,1.02,1.01,2026-06-19,1036,A,64,6.1NRT,308.11,19.37,D
23.25949,70.24486,326.82,1.02,1.01,2026-06-19,1036,A,39,6.1NRT,307.36,9.0,D
28.08945,69.53921,330.65,1.05,1.02,2026-06-19,1036,A,60,6.1NRT,312.83,11.73,D
23.66029,87.15438,303.89,1.02,1.01,2026-06-19,1442,T,57,6.1NRT,291.26,3.84,N
28.03502,82.82442,311.29,1.42,1.18,2026-06-19,1444,T,82,6.1NRT,293.74,14.13,N
19.37112,71.34996,306.54,2.31,1.47,2026-06-19,1620,T,46,6.1NRT,293.45,11.88,N
23.77503,86.39051,314.62,2.33,1.48,2026-06-20,249,T,38,6.1NRT,292.39,17.84,D
29.67622,76.73013,320.74,1.95,1.36,2026-06-20,425,T,70,6.1NRT,299.36,17.03,D
27.77084,68.95946,320.16,1.02,1.01,2026-06-20,427,T,39,6.1NRT,301.55,6.46,D
17.98089,79.728,333.84,1.99,1.38,2026-06-20,934,A,82,6.1NRT,301.33,42.83,D
17.98657,79.71994,327.57,1.99,1.38,2026-06-20,934,A,70,6.1NRT,301.66,19.46,D
20.96174,85.18288,317.01,1.0,1.0,2026-06-20,934,A,42,6.1NRT,293.27,6.74,D
22.20857,84.85697,322.85,1.0,1.0,2026-06-20,934,A,69,6.1NRT,302.58,7.51,D
22.03952,83.72834,324.32,1.03,1.01,2026-06-20,934,A,69,6.1NRT,301.07,10.3,D
28.10613,80.20135,344.49,1.21,1.09,2026-06-20,937,A,91,6.1NRT,300.37,50.58,D
28.10415,80.18958,326.15,1.21,1.09,2026-06-20,937,A,73,6.1NRT,298.05,14.98,D
28.1136,80.18748,325.1,1.21,1.09,2026-06-20,937,A,70,6.1NRT,299.92,14.12,D
28.29676,80.17164,335.43,1.21,1.09,2026-06-20,937,A,84,6.1NRT,303.49,31.27,D
28.29478,80.15984,331.05,1.21,1.09,2026-06-20,937,A,80,6.1NRT,304.36,22.86,D
29.00616,79.47742,322.64,1.28,1.12,2026-06-20,937,A,72,6.1NRT,304.58,10.04,D
28.98962,79.08772,328.58,1.34,1.15,2026-06-20,937,A,79,6.1NRT,306.42,21.25,D
29.81341,79.76347,317.89,1.2,1.09,2026-06-20,939,A,69,6.1NRT,301.2,9.76,D
29.76844,78.35778,318.81,1.44,1.19,2026-06-20,939,A,65,6.1NRT,301.08,12.01,D
30.64995,75.71593,320.55,2.05,1.39,2026-06-20,939,A,61,6.1NRT,301.28,19.09,D
30.65415,75.70751,321.33,2.05,1.39,2026-06-20,939,A,62,6.1NRT,301.48,22.0,D
30.72544,75.62305,322.87,2.07,1.4,2026-06-20,939,A,66,6.1NRT,301.1,25.78,D
30.71673,75.62077,324.99,2.07,1.4,2026-06-20,939,A,71,6.1NRT,301.11,32.48,D
32.9248,74.47112,321.61,2.19,1.44,2026-06-20,939,A,42,6.1NRT,302.65,21.31,D
21.12263,72.8056,309.19,1.98,1.37,2026-06-20,1522,T,56,6.1NRT,296.58,12.46,N
21.11942,72.78722,309.45,1.99,1.38,2026-06-20,1522,T,58,6.1NRT,296.58,13.11,N
21.10536,72.63547,311.29,2.04,1.39,2026-06-20,1522,T,70,6.1NRT,296.62,17.88,N
29.942,72.1379,312.19,1.48,1.2,2026-06-20,1524,T,79,6.1NRT,298.49,12.75,N
32.94098,74.47603,313.75,1.05,1.02,2026-06-20,1524,T,87,6.1NRT,298.46,8.57,N
33.09349,74.07962,309.0,1.07,1.03,2026-06-20,1524,T,76,6.1NRT,296.15,6.46,N
33.72218,73.59757,315.56,1.1,1.04,2026-06-20,1524,T,91,6.1NRT,295.93,13.11,N
33.72051,73.58698,314.47,1.1,1.04,2026-06-20,1524,T,89,6.1NRT,294.99,12.25,N
34.06919,72.63275,323.84,1.19,1.08,2026-06-20,1524,T,100,6.1NRT,299.48,22.82,N
34.13216,71.23637,306.77,1.4,1.17,2026-06-20,1524,T,47,6.1NRT,296.23,5.86,N
28.51269,68.43856,307.92,1.06,1.03,2026-06-20,2318,A,59,6.1NRT,297.73,5.0,N
23.16531,82.34353,321.5,1.03,1.02,2026-06-21,330,T,63,6.1NRT,302.43,9.93,D
22.35998,82.30789,320.71,1.03,1.01,2026-06-21,330,T,64,6.1NRT,302.1,6.98,D
22.03736,83.73248,324.58,1.01,1.0,2026-06-21,330,T,73,6.1NRT,300.43,11.43,D
21.24253,83.47926,322.17,1.0,1.0,2026-06-21,330,T,70,6.1NRT,297.52,7.82,D
21.24117,83.48862,323.99,1.0,1.0,2026-06-21,330,T,73,6.1NRT,300.08,9.94,D
13.13095,80.27195,317.51,1.03,1.01,2026-06-21,330,T,72,6.1NRT,290.92,9.27,D
36.72579,69.52931,312.26,2.0,1.38,2026-06-21,501,T,41,6.1NRT,296.06,12.24,D
22.1015,95.88948,322.69,1.4,1.17,2026-06-21,835,A,67,6.1NRT,294.88,21.66,D
31.87171,93.78362,311.88,1.27,1.12,2026-06-21,839,A,44,6.1NRT,294.41,10.81,D
8.92296,80.52571,309.5,1.15,1.07,2026-06-21,1009,A,44,6.1NRT,285.48,6.97,D
8.92155,80.51561,311.3,1.15,1.07,2026-06-21,1009,A,59,6.1NRT,283.44,8.98,D
10.92042,78.027,323.59,1.0,1.0,2026-06-21,1009,A,61,6.1NRT,297.92,5.64,D
19.70247,74.99637,333.33,1.02,1.01,2026-06-21,1013,A,78,6.1NRT,303.34,14.52,D
20.8646,78.91295,332.09,1.3,1.13,2026-06-21,1013,A,74,6.1NRT,305.15,17.9,D
20.8631,78.90089,330.14,1.3,1.13,2026-06-21,1013,A,56,6.1NRT,306.05,15.76,D
21.95392,74.20918,329.11,1.03,1.01,2026-06-21,1013,A,66,6.1NRT,308.3,9.35,D
23.58628,69.04958,323.05,1.86,1.33,2026-06-21,1013,A,48,6.1NRT,300.35,19.61,D
23.59757,69.05811,328.21,1.86,1.33,2026-06-21,1013,A,69,6.1NRT,300.28,34.6,D
28.13848,80.17223,331.0,2.01,1.38,2026-06-21,1015,A,80,6.1NRT,300.07,53.89,D
28.1339,80.18575,324.78,2.02,1.38,2026-06-21,1015,A,71,6.1NRT,300.18,31.99,D
28.13198,80.16592,322.96,2.01,1.38,2026-06-21,1015,A,68,6.1NRT,299.79,27.06,D
29.97535,76.46439,322.77,1.23,1.1,2026-06-21,1017,A,46,6.1NRT,306.83,8.02,D
29.51127,71.68014,325.09,1.06,1.03,2026-06-21,1017,A,68,6.1NRT,308.44,7.78,D
29.68851,72.4558,324.77,1.02,1.01,2026-06-21,1017,A,70,6.1NRT,303.09,11.03,D
30.25472,76.26279,325.53,1.21,1.1,2026-06-21,1017,A,63,6.1NRT,307.78,11.03,D
29.73122,72.49912,326.4,1.01,1.01,2026-06-21,1017,A,73,6.1NRT,301.52,15.13,D
29.68078,72.04066,323.38,1.04,1.02,2026-06-21,1017,A,65,6.1NRT,304.7,7.31,D
29.75791,72.47672,319.79,1.01,1.01,2026-06-21,1017,A,53,6.1NRT,302.63,8.29,D
29.93112,72.39761,325.6,1.02,1.01,2026-06-21,1017,A,70,6.1NRT,303.86,11.7,D
29.89704,72.0044,333.65,1.03,1.02,2026-06-21,1017,A,81,6.1NRT,306.62,18.09,D
30.00006,72.43559,320.68,1.01,1.01,2026-06-21,1017,A,55,6.1NRT,302.3,7.22,D
30.5768,76.20961,321.71,1.22,1.1,2026-06-21,1017,A,52,6.1NRT,304.45,8.33,D
29.97536,71.80033,334.26,1.04,1.02,2026-06-21,1017,A,82,6.1NRT,305.91,20.99,D
29.97372,71.78992,324.9,1.05,1.02,2026-06-21,1017,A,68,6.1NRT,306.38,8.22,D
30.06111,72.29176,324.86,1.02,1.01,2026-06-21,1017,A,69,6.1NRT,303.46,9.96,D
29.97136,71.47934,326.33,1.07,1.03,2026-06-21,1017,A,70,6.1NRT,308.59,10.31,D
30.23088,72.91544,326.13,1.0,1.0,2026-06-21,1017,A,70,6.1NRT,300.64,12.92,D
30.22939,72.90541,321.57,1.0,1.0,2026-06-21,1017,A,57,6.1NRT,300.28,8.14,D
30.35687,73.65468,324.63,1.01,1.0,2026-06-21,1017,A,41,6.1NRT,303.92,10.22,D
30.65345,75.77369,323.24,1.16,1.07,2026-06-21,1017,A,58,6.1NRT,307.01,10.26,D
30.6568,75.72532,322.7,1.16,1.07,2026-06-21,1017,A,54,6.1NRT,306.88,8.82,D
30.6553,75.71366,324.3,1.16,1.07,2026-06-21,1017,A,61,6.1NRT,307.29,10.64,D
30.21975,72.52874,321.7,1.01,1.0,2026-06-21,1017,A,44,6.1NRT,301.69,8.66,D
30.2341,72.50498,334.98,1.01,1.0,2026-06-21,1017,A,82,6.1NRT,300.41,25.56,D
30.39154,73.25951,323.17,1.0,1.0,2026-06-21,1017,A,55,6.1NRT,302.27,8.92,D
30.49185,73.83121,323.1,1.01,1.01,2026-06-21,1017,A,61,6.1NRT,305.06,6.19,D
30.47983,73.53556,324.72,1.0,1.0,2026-06-21,1017,A,65,6.1NRT,306.12,7.03,D
30.88439,76.30428,327.56,1.24,1.11,2026-06-21,1017,A,73,6.1NRT,305.63,16.45,D
30.91027,76.27452,332.38,1.24,1.11,2026-06-21,1017,A,80,6.1NRT,306.67,25.06,D
30.89476,76.15028,326.02,1.22,1.1,2026-06-21,1017,A,70,6.1NRT,305.7,14.44,D
30.60168,73.95033,328.28,1.02,1.01,2026-06-21,1017,A,72,6.1NRT,306.05,12.08,D
30.56697,73.70581,323.32,1.01,1.0,2026-06-21,1017,A,60,6.1NRT,304.69,6.55,D
30.53209,73.46317,326.11,1.0,1.0,2026-06-21,1017,A,68,6.1NRT,304.06,8.36,D
30.91209,76.26855,324.57,1.24,1.11,2026-06-21,1017,A,66,6.1NRT,306.71,12.42,D
30.89868,76.15652,320.55,1.22,1.1,2026-06-21,1017,A,55,6.1NRT,305.48,8.1,D
30.31109,71.86546,328.09,1.04,1.02,2026-06-21,1017,A,62,6.1NRT,306.75,12.78,D
30.83283,75.39445,323.76,1.12,1.06,2026-06-21,1017,A,59,6.1NRT,308.33,8.77,D
30.67628,74.216,324.69,1.03,1.01,2026-06-21,1017,A,56,6.1NRT,308.12,6.29,D
30.66827,73.96349,334.67,1.02,1.01,2026-06-21,1017,A,81,6.1NRT,305.51,20.14,D
30.64955,73.83054,327.16,1.01,1.01,2026-06-21,1017,A,69,6.1NRT,306.42,9.33,D
30.6756,73.95157,324.21,1.02,1.01,2026-06-21,1017,A,47,6.1NRT,305.95,5.99,D
30.69097,73.84752,325.39,1.01,1.01,2026-06-21,1017,A,63,6.1NRT,306.87,8.27,D
30.74182,73.9535,333.56,1.02,1.01,2026-06-21,1017,A,79,6.1NRT,307.52,18.36,D
30.78402,74.06177,326.0,1.02,1.01,2026-06-21,1017,A,65,6.1NRT,305.63,12.15,D
30.74807,73.6795,326.33,1.01,1.0,2026-06-21,1017,A,66,6.1NRT,307.26,8.38,D
31.07137,76.06503,322.09,1.21,1.1,2026-06-21,1017,A,58,6.1NRT,305.36,7.71,D
30.84094,74.26909,323.35,1.04,1.02,2026-06-21,1017,A,52,6.1NRT,306.39,6.66,D
30.79853,73.83177,323.45,1.01,1.01,2026-06-21,1017,A,52,6.1NRT,304.9,5.04,D
31.04259,75.52161,330.65,1.14,1.07,2026-06-21,1017,A,77,6.1NRT,306.93,19.93,D
31.05777,75.27309,325.82,1.12,1.05,2026-06-21,1017,A,58,6.1NRT,306.2,14.36,D
30.92782,74.30656,330.65,1.04,1.02,2026-06-21,1017,A,74,6.1NRT,305.83,15.4,D
30.9652,74.43346,327.34,1.05,1.02,2026-06-21,1017,A,64,6.1NRT,306.95,10.5,D
30.96378,74.42287,324.28,1.05,1.02,2026-06-21,1017,A,47,6.1NRT,306.1,6.78,D
30.89967,73.89002,324.31,1.02,1.01,2026-06-21,1017,A,37,6.1NRT,306.48,6.9,D
31.08379,75.1926,324.2,1.11,1.05,2026-06-21,1017,A,61,6.1NRT,306.47,11.07,D
31.11088,75.2571,327.64,1.12,1.05,2026-06-21,1017,A,70,6.1NRT,307.03,15.1,D
31.10942,75.24578,323.24,1.12,1.05,2026-06-21,1017,A,57,6.1NRT,307.17,9.06,D
30.95766,74.11231,329.78,1.03,1.01,2026-06-21,1017,A,73,6.1NRT,305.61,14.21,D
30.97819,74.12978,326.48,1.03,1.01,2026-06-21,1017,A,65,6.1NRT,306.0,9.35,D
30.94058,73.65572,328.17,1.01,1.0,2026-06-21,1017,A,68,6.1NRT,307.52,9.98,D
30.93626,73.62514,329.32,1.01,1.0,2026-06-21,1017,A,71,6.1NRT,307.2,10.56,D
31.1987,75.37601,321.83,1.13,1.06,2026-06-21,1017,A,52,6.1NRT,305.2,9.5,D
31.19724,75.36455,325.08,1.13,1.06,2026-06-21,1017,A,65,6.1NRT,305.58,13.64,D
31.21529,75.43203,322.75,1.14,1.06,2026-06-21,1017,A,58,6.1NRT,307.6,10.09,D
31.20104,75.24721,328.53,1.12,1.05,2026-06-21,1017,A,72,6.1NRT,306.68,15.41,D
31.24273,75.4984,327.04,1.15,1.07,2026-06-21,1017,A,70,6.1NRT,308.43,13.84,D
31.20765,75.15356,323.1,1.11,1.05,2026-06-21,1017,A,56,6.1NRT,305.13,9.92,D
31.26137,75.28812,328.47,1.12,1.06,2026-06-21,1017,A,72,6.1NRT,306.19,16.69,D
31.32259,75.32418,338.25,1.13,1.06,2026-06-21,1017,A,85,6.1NRT,307.36,32.45,D
31.37831,75.6849,333.7,1.17,1.08,2026-06-21,1017,A,81,6.1NRT,308.42,23.3,D
31.33778,75.36854,322.78,1.13,1.06,2026-06-21,1017,A,58,6.1NRT,306.27,8.97,D
31.4198,75.44333,321.84,1.15,1.07,2026-06-21,1017,A,44,6.1NRT,306.38,6.6,D
31.43059,75.45338,327.0,1.15,1.07,2026-06-21,1017,A,71,6.1NRT,306.4,12.71,D
31.41571,75.33745,322.64,1.13,1.06,2026-06-21,1017,A,60,6.1NRT,307.21,7.91,D
31.45913,75.10124,324.15,1.11,1.05,2026-06-21,1017,A,63,6.1NRT,304.76,10.66,D
31.53508,75.62119,324.01,1.17,1.08,2026-06-21,1017,A,66,6.1NRT,306.81,7.77,D
31.50829,75.06373,326.11,1.11,1.05,2026-06-21,1017,A,69,6.1NRT,304.82,13.67,D
31.38787,72.4859,330.55,1.0,1.0,2026-06-21,1017,A,69,6.1NRT,308.48,12.24,D
31.4384,72.50021,332.81,1.0,1.0,2026-06-21,1017,A,75,6.1NRT,308.12,16.65,D
31.74471,73.92932,327.35,1.03,1.01,2026-06-21,1017,A,68,6.1NRT,306.46,8.19,D
31.92654,74.24709,324.11,1.05,1.02,2026-06-21,1017,A,40,6.1NRT,305.66,7.2,D
27.86378,68.66847,312.23,1.03,1.02,2026-06-21,1603,T,64,6.1NRT,301.83,5.93,N
28.30176,69.22248,312.63,1.08,1.04,2026-06-21,1603,T,73,6.1NRT,302.57,6.55,N
21.10657,72.63796,325.48,1.33,1.14,2026-06-21,1558,T,95,6.1NRT,296.49,0.0,N
15.17763,76.66901,307.61,1.12,1.06,2026-06-21,2222,A,27,6.1NRT,291.94,6.14,N
15.16841,76.6677,309.19,1.12,1.06,2026-06-21,2222,A,38,6.1NRT,291.46,7.38,N
15.17262,76.38075,303.57,1.16,1.07,2026-06-21,2222,A,56,6.1NRT,292.18,4.97,N
37.31528,79.84879,313.85,1.12,1.05,2026-06-22,404,T,42,6.1NRT,295.84,7.89,D
31.23162,72.59352,320.53,1.2,1.09,2026-06-22,404,T,67,6.1NRT,300.65,8.74,D
37.31329,79.86089,320.15,1.12,1.05,2026-06-22,404,T,70,6.1NRT,294.99,13.29,D
30.81305,72.70063,319.62,1.18,1.08,2026-06-22,404,T,65,6.1NRT,301.35,7.12,D
37.22311,79.95859,319.45,1.13,1.06,2026-06-22,404,T,49,6.1NRT,295.99,12.14,D
28.54869,82.19321,311.21,2.23,1.45,2026-06-22,404,T,38,6.1NRT,297.56,11.65,D
37.22109,79.97081,322.46,1.13,1.06,2026-06-22,404,T,70,6.1NRT,295.63,15.43,D
27.20741,82.10326,319.29,2.36,1.48,2026-06-22,404,T,63,6.1NRT,295.76,23.26,D
37.14924,79.95863,311.52,1.13,1.06,2026-06-22,404,T,31,6.1NRT,294.07,5.45,D
24.08655,69.46452,322.23,1.49,1.21,2026-06-22,406,T,66,6.1NRT,302.45,11.98,D
24.04801,69.37986,327.32,1.51,1.21,2026-06-22,406,T,24,6.1NRT,301.88,23.81,D
23.06097,70.73408,327.82,1.22,1.1,2026-06-22,406,T,74,6.1NRT,303.45,16.56,D
22.54524,72.38476,337.31,1.03,1.02,2026-06-22,406,T,85,6.1NRT,302.84,25.89,D
22.02411,72.75397,324.87,1.01,1.01,2026-06-22,406,T,70,6.1NRT,301.97,6.62,D
14.66854,78.24393,317.14,2.22,1.44,2026-06-22,408,T,59,6.1NRT,293.15,20.22,D
