station_id,station_name,lat,lon,co,no,no2_ground,nox,o3,pm10,pm2_5,relativehumidity,so2_ground,temperature,wind_direction,wind_speed,aqi,fire_count,temp,humidity,wind_u,wind_v,hcho,aod,no2,so2,date,pm_proxy_index,fire_wind_interaction,urban_density_proxy
13,"Delhi Technological University, Delhi - CPCB",28.744,77.12,0.054204661726911726,,40.3,,0.13447931947424813,440.12891364040206,408.5137396130345,,,,,,458.17191152455905,19,30,50,0,0,0.00031096659076865766,0.44045197101864325,0.00010440902264977905,0.00017587806144436912,2026-06-22,0.013696584782500309,0.0,0.4598715981822535
17,"R K Puram, Delhi - DPCC",28.563262,77.186937,0.028737871181724425,3.7,43.0,0.0075,0.12890629020003314,496.8707224818956,298.53238009889515,38.0,28.65,35.8,198.0,1.9,348.0804605594546,20,30,50,0,0,0.00039431893383152784,2.108644641317818,0.0004030289902054219,0.00024705954554324604,2026-06-22,0.08314785067940064,0.0,8.498449204923942
19,MNB,47.929732,106.888629,0.06774466628703207,,22.0,,0.17997165196094173,124.0,167.0,,25.0,,,,216.35135135135135,0,30,50,0,0,-9.913942449202295e-06,0.8926922964475366,0.00011688668966007803,0.0003906079359589423,2026-06-22,-0.0008850100051827112,0.0,1.043438474168056
21,Beijing US Embassy,39.95,116.47,0.027898737465931505,,,,0.19509672963199548,,25.0,,,,,,77.12875536480686,0,30,50,0,0,0.00021713736350648105,1.0232880392678165,0.000237528442579224,0.00019892135125945969,2026-06-22,0.022219406695433014,0.0,2.430600142772323
23,Amgalan,47.913429,106.99790699999998,0.03155340205164776,,33.0,,0.18842307098155997,155.0,181.0,,13.0,,,,230.22522522522522,0,30,50,0,0,-6.171078712213784e-05,1.4651400533757535,0.0002460429034592586,0.0001245134582487902,2026-06-22,-0.00904149459379888,0.0,3.604873127070235
25,Parque O'Higgins,-33.464142,-70.660797,0.07501837124456098,,95.13,,0.16953663280509723,58.0,35.0,,0.0,,,,98.1587982832618,0,30,50,0,0,0.00012901828449685127,0.8246019635433908,0.0002889424810010443,0.0002735695457006271,2026-06-22,0.010638873072910336,0.0,2.3826253718456005
26,Inpesca,-36.737202,-73.104427,0.02036492568985603,,,,0.15886830063929175,67.0,62.0,,10.98,,,,153.35616438356163,0,30,50,0,0,0.0001153281336883083,0.216112528505838,5.014343796764055e-05,0.00020672045852421976,2026-06-22,0.0024923854579239624,0.0,0.10836625167162439
27,Concón,-32.924568,-71.515399,0.07259235020108197,,29.52,,0.13332762742167173,22.0,26.0,,29.09,,,,79.23175965665236,0,30,50,0,0,0.0001726866903482005,0.6590804693593315,0.00028511802859901644,0.0002613468232941444,2026-06-22,0.011381442492680152,0.0,1.8791572411184707
28,Ursynów,52.16077306,21.03916667,0.06793141957690918,,41.0,,0.14849939892084874,165.1,148.8,,15.5,,,,198.17386722866175,0,30,50,0,0,0.00022362371964845806,1.18461186160335,0.00010892146365638303,0.0003785708784167134,2026-06-22,0.02649073108314256,0.0,1.2902965783054954
30,100 ail,47.9329056,106.9213833,0.06304341837229901,,3.0,,0.18929461631761071,93.0,,,7.0,,,,50.0,0,30,50,0,0,-6.171078712213784e-05,1.3256645793934407,0.000259270549046235,0.0001597484303975681,2026-06-22,-0.008180780465430703,0.0,3.4370578335048356
31,Wekerom-Riemterdijk,52.1116,5.70842,0.06979840911913743,1.67,3.61,,0.16650051894350737,8.27,5.07106,,,,,,21.129416666666668,0,30,50,0,0,0.00025823962641879916,0.42523504384502797,0.000245149529643218,0.00017254862056945993,2026-06-22,0.01098125388627217,0.0,1.042461709864218
33,Zaanstad-Hemkade,52.42023000014056,4.832060000156797,0.033373013347228836,-999.0,10.1,,0.16717371701220426,28.0,,,,,,,50.0,0,30,50,0,0,0.00014162443403620273,0.5979463790587374,0.00012486477212182126,0.00016910756561119096,2026-06-22,0.008468381751819042,0.0,0.746624383622374
38,Cauquenes,-34.241168,-70.55283,0.0618086003301368,,,,0.13507644326286852,,,,22.25,,,,50.0,0,30,50,0,0,7.79109905124642e-05,1.452827458890736,0.0002735911278353704,0.00017529160757003053,2026-06-22,0.01131912263658836,0.0,3.9748070302811165
39,Gobernación,-22.093082,-70.20121,0.053668897035218405,,,,0.10536216754295998,41.0,,,17.12,,,,50.0,0,30,50,0,0,7.555205229436979e-06,0.19953077355345747,0.00016396759684589112,0.0002726714565845624,2026-06-22,0.00015074959437846874,0.0,0.3271658143636211
41,Groningen-Europaweg,53.2178,6.5789,0.023678704633983517,6.54,9.91,,0.1779675495494059,10.83,2.89448,,,,,,12.060333333333334,0,30,50,0,0,9.317749936599284e-05,1.4289793064864307,0.00014233437653604806,0.00034715473294156586,2026-06-22,0.01331487184241563,0.0,2.0339287867166047
43,Konarskiego,52.17203333,22.27277778,0.05888958791193914,,20.7,,0.18128342308327688,214.8,214.1,,5.1,,,,263.02702702702703,0,30,50,0,0,0.0002828096301527694,3.68384489420055,0.00046234602795644216,0.0002893955688395469,2026-06-22,0.10418268120690255,0.0,17.032110544412443
44,Heerlen-Jamboreepad,50.9003,5.98685,0.022029923330515122,0.8,8.66,,0.16505682965258384,27.47,6.73314,,,,,,28.054750000000002,0,30,50,0,0,0.00025130706490017474,1.4022878592286059,0.00015079293542356905,0.0002859925989754276,2026-06-22,0.035240484604789034,0.0,2.1145510260191407
45,Puente Alto,-33.591390623022,-70.594788,0.029014656901039704,,79.34,,0.140550963162217,45.0,25.0,,6.9,,,,77.12875536480686,0,30,50,0,0,-5.34334103576839e-05,0.7986406716480885,8.102722707200723e-05,0.0002174488406619892,2026-06-22,-0.00426740947365086,0.0,0.6471163905057002
46,Bukhiin urguu,47.9176056,106.9373611,0.0249227777094689,,39.0,,0.1710235449683202,121.0,48.0,,9.0,,,,130.7788944723618,0,30,50,0,0,-6.171078712213784e-05,0.19843798201160293,0.00020275344924566737,0.00025404904982099635,2026-06-22,-0.0012245764064864647,0.0,0.4023398531420219
47,Valparaiso,-33.049743798096,-71.614167231712,0.07422800800343747,,0.0,,0.1795071207515641,0.0,14.0,,0.0,,,,53.99570815450644,0,30,50,0,0,-1.8671216821530834e-06,0.32056597906585327,5.95347442389134e-05,0.00032992021829494336,2026-06-22,-5.985356900744861e-05,0.0,0.1908481357538244
48,Baruun 4 zam,47.9153833,106.89419440000002,0.047472787414106904,,52.0,,0.12698599000811894,126.0,162.0,,15.0,,,,211.3963963963964,0,30,50,0,0,-9.913942449202295e-06,0.6377610036429343,0.0002740607556298486,0.00025669738118002647,2026-06-22,-0.0006322725886461546,0.0,1.7478526256963318
50,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,0.04186328260712524,1.8,52.95,0.0084,0.19235877983064237,403.65164010564587,351.16784175640004,36.0,10.55,37.4,194.0,1.2,400.7686103667668,20,30,50,0,0,0.00012094440608052537,2.4901588729328554,0.00033661924254261704,0.00016076359070901948,2026-06-22,0.030117078593301466,0.0,8.382353936174347
52,Rotterdam-Oost Sidelinge A13,51.93847200021101,4.430691999983553,0.031458693843767,-999.0,11.0,,0.15837910441363204,10.9,2.7,,,,,,11.250000000000002,0,30,50,0,0,0.00010363818000769243,0.8910136953771391,0.00023627342142872948,0.0002811309162883356,2026-06-22,0.009234303775081517,0.0,2.105228543466124
53,Shenyang,41.78,123.42,0.05765245001581884,,,,0.11785854551390373,,24.0,,,,,,75.02575107296137,0,30,50,0,0,0.00016070569108705968,0.28053856740634053,0.0001282507063544021,0.0001481795570235135,2026-06-22,0.0045084144351609625,0.0,0.3597926942951522
54,Talagante,-33.673752071375,-70.953064737434,0.029838839718863704,,134.8,,0.15200266910380228,61.0,39.0,,0.0,,,,108.61809045226131,0,30,50,0,0,-2.4144997951225378e-05,1.0805344119435945,0.00013896350324055028,0.00035534995233200154,2026-06-22,-0.0026089501162606605,0.0,1.5015484725564978
55,Utrecht-Kardinaal de Jongweg,52.105,5.12446,0.03827281485019618,0.84,4.14,,0.19423332277434116,17.23,11.2088,,,,,,46.70333333333334,0,30,50,0,0,3.430315700825304e-05,1.4009312340205227,0.00017315369651218744,0.00020537163162139796,2026-06-22,0.004805636407837167,0.0,2.425764217300338
57,"Khlong Nueng, Khlong Luang",14.040299305494,100.60873959621,0.03112241805191747,,0.012,,0.18833731883185045,31.0,,,0.001,,,,50.0,0,30,50,0,0,0.00012209710257593542,1.0183072239429305,0.00010354172246310834,0.0003515691219113223,2026-06-22,0.012433236157557604,0.0,1.0543728396367722
58,Zegveld-Oude Meije,52.138,4.83819,0.024475293438961997,1.19,5.31,,0.15614413955255674,18.51,,,,,,,50.0,0,30,50,0,0,8.445804269285873e-05,0.3071707346951579,5.803419987364332e-05,0.00012640291012435968,2026-06-22,0.0025943039024880427,0.0,0.17826407812632658
59,Nisekh,47.863943,106.779094,0.06524068059944609,,12.0,,0.11987221181275948,93.0,81.0,,6.0,,,,163.16649104320337,0,30,50,0,0,3.933001062250696e-05,1.392321723461008,0.00028959440319180525,0.00020521302210753985,2026-06-22,0.005476002817366864,0.0,4.032085785566763
60,Haringey Roadside - UKA00260,51.59929999967941,-0.0682179997939665,0.05007802964259345,,19.5075,,0.17146099977909518,,10.0,,,,,,41.66666666666667,0,30,50,0,0,0.00011903340055141598,0.8736332269645753,0.00020617328216184479,0.00017524708611769873,2026-06-22,0.01039915338403004,0.0,1.8011982980893038
61,Coya Población,-34.203524,-70.529854,0.023569100056075865,,,,0.1129930094749582,,,,14.5,,,,50.0,0,30,50,0,0,7.79109905124642e-05,0.7415652566928287,6.676553840739967e-05,0.0001962822638106709,2026-06-22,0.005777608367856805,0.0,0.49511003627318245
63,Philippine-Stelleweg,51.29449999999999,3.74948,0.03857898042070229,3.53,13.49,,0.1265462649520253,10.83,,,1.88,,,,50.0,0,30,50,0,0,8.279632311314344e-05,0.9057853299663873,8.82348135850099e-05,0.0003466631573935248,2026-06-22,0.007499569485104224,0.0,0.7992179973762086
65,Punteras,-36.923329602986,-73.036132300941,0.055144749862681225,,12.82,,0.19985450685726885,41.0,35.0,,11.94,,,,98.1587982832618,0,30,50,0,0,-0.00015401837299577892,0.8200381127322064,6.214704873914221e-05,0.00027171336222124137,2026-06-22,-0.012630093591754356,0.0,0.5096294855992263
67,Ventanas,-32.77898790221,-71.373031276855,0.02963992613147422,,13.77,,0.15592892433092156,29.86,22.36,,8.9,,,,71.57682403433476,0,30,50,0,0,0.00010424378706375137,0.41932320308294657,0.00025941709063536056,0.00018503961124625382,2026-06-22,0.004371183869306885,0.0,1.0877960537967846
68,Cerro Merquín,-37.021182877699,-73.149555550926,0.06942956454679668,,,,0.18423616447299918,37.0,26.0,,4.97,,,,79.23175965665236,0,30,50,0,0,1.9494627849780954e-05,0.14322398697115865,0.00014285072183223656,0.000300788454505274,2026-06-22,0.0002792098325164614,0.0,0.2045964992252086
69,Kingston College,-36.784653741124,-73.052063025795,0.026304489404488634,,,,0.12799987171972116,30.0,26.0,,14.48,,,,79.23175965665236,0,30,50,0,0,4.3009356886614114e-05,1.0724942457949815,0.00015432273486709497,0.00033480066158776526,2026-06-22,0.00461272877762364,0.0,1.6551024514030392
71,Biest Houtakker-Biestsestraat,51.5184,5.14845,0.036985034316129574,0.61,5.45,,0.1849494772623107,14.67,4.96522,,,,,,20.68841666666667,0,30,50,0,0,0.00012145505024818704,0.5010062090974982,0.00025822335167415456,0.00014217404006263787,2026-06-22,0.006084973430059034,0.0,1.2937150252271827
72,Curicó,-34.974925077541,-71.233967512329,0.023494020504667278,,,,0.1899208178836464,79.0,78.0,,,,,,161.61749209694415,0,30,50,0,0,-5.945204975432716e-05,0.7430564561881331,0.00027239997041800246,0.00011171908332089773,2026-06-22,-0.004417622940357091,0.0,2.0240855668455318
73,Coyhaique II,-45.579045667164,-72.049964505825,0.06225759001630904,,94.65,,0.10657536075699768,58.0,58.0,,14.8,,,,151.29083245521602,0,30,50,0,0,-0.00011344544327585027,0.22347717657096478,0.0002636378844397083,0.00031809564858881103,2026-06-22,-0.0025352467358128556,0.0,0.589170500517283
76,De Zilk-Vogelaarsdreef,52.296600000000005,4.51082,0.048624843257481176,1.11,5.77,,0.17804468016672406,-998.0,2.61126,,0.76,,,,10.880250000000002,0,30,50,0,0,4.649538823287003e-05,1.1701567361025371,0.00013727621979434451,0.00019752713178744865,2026-06-22,0.00544068917383955,0.0,1.606346932990447
77,Hoek v. Holland-Berghaven,51.97783000007194,4.121903000365913,0.04139702429968951,-999.0,36.3,,0.1466923639925747,14.5,8.9,,0.9,,,,37.083333333333336,0,30,50,0,0,0.0001897358160931617,1.0139697705856507,0.0001751097695262394,0.0002990745721891462,2026-06-22,0.01923863819158644,0.0,1.7755601283382714
